"unique_id","Club"
20667,"CF410"
20677,"CF242"
20707,"CF222"
20726,"CF111"
20740,"CF132"
20745,"CF402"
20752,"CF102"
20767,"CF409"
20802,"CF407"
20808,"CF406"
20840,"CF221"
20846,"CF401"
20847,"CF111"
20863,"CF604"
20876,"CF420"
20892,"CF406"
20902,"CF604"
20936,"CF133"
20940,"CF101"
20952,"CF604"
20957,"CF105"
20959,"CF125"
20970,"CF221"
20974,"CF604"
20975,"CF604"
20977,"CF111"
20981,"CF246"
20995,"CF119"
20997,"CF603"
20998,"CF125"
21013,"CF242"
21022,"CF109"
21039,"CF241"
21045,"CF601"
21052,"CF132"
21056,"CF229"
21064,"CF401"
21085,"CF402"
21092,"CF111"
21128,"CF601"
21135,"CF111"
21137,"CF111"
21139,"CF229"
21155,"CF232"
21177,"CF133"
21180,"CF113"
21184,"CF128"
21189,"CF233"
21196,"CF115"
21221,"CF218"
21226,"CF133"
21229,"CF206"
21237,"CF402"
21240,"CF406"
21241,"CF117"
21251,"CF242"
21255,"CF119"
21275,"CF242"
21293,"CF132"
21294,"CF410"
21304,"CF122"
21310,"CF410"
21312,"CF218"
21317,"CF132"
21320,"CF415"
21330,"CF201"
21342,"CF218"
21345,"CF124"
21349,"CF111"
21353,"CF218"
21355,"CF410"
21356,"CF103"
21392,"CF109"
21399,"CF109"
21414,"CF122"
21415,"CF249"
21416,"CF117"
21422,"CF405"
21423,"CF111"
21424,"CF132"
21447,"CF111"
21453,"CF402"
21455,"CF221"
21459,"CF403"
21470,"CF111"
21473,"CF242"
21484,"CF245"
21486,"CF113"
21490,"CF123"
21492,"CF242"
21511,"CF218"
21512,"CF242"
21515,"CF101"
21521,"CF402"
21529,"CF123"
21532,"CF213"
21539,"CF212"
21551,"CF133"
21566,"CF209"
21570,"CF109"
21584,"CF117"
21587,"CF115"
21592,"CF133"
21597,"CF404"
21604,"CF113"
21653,"CF106"
21693,"CF221"
21719,"CF123"
21727,"CF413"
21745,"CF404"
21766,"CF101"
21769,"CF111"
21789,"CF402"
21806,"CF111"
21809,"CF105"
21814,"CF127"
21843,"CF402"
21868,"CF242"
21873,"CF206"
21891,"CF101"
21893,"CF218"
21907,"CF242"
21914,"CF125"
21942,"CF111"
21946,"CF115"
21952,"CF604"
21959,"CF420"
21960,"CF123"
21976,"CF221"
21981,"CF245"
21982,"CF402"
22000,"CF133"
22005,"CF115"
22009,"CF218"
22025,"CF403"
22071,"CF115"
22075,"CF105"
22079,"CF201"
22081,"CF413"
22083,"CF413"
22106,"CF125"
22110,"CF402"
22118,"CF403"
22121,"CF111"
22124,"CF413"
22128,"CF604"
22154,"CF123"
22190,"CF123"
22206,"CF132"
22208,"CF117"
22222,"CF129"
22223,"CF245"
22233,"CF111"
22244,"CF119"
22247,"CF123"
22285,"CF122"
22290,"CF123"
22315,"CF420"
22323,"CF125"
22324,"CF133"
22374,"CF132"
22381,"CF129"
22387,"CF408"
22447,"CF105"
22454,"CF109"
22482,"CF109"
22483,"CF123"
22486,"CF242"
22487,"CF222"
22538,"CF420"
22566,"CF103"
22586,"CF212"
22612,"CF123"
22617,"CF402"
22619,"CF123"
22629,"CF420"
22654,"CF102"
22686,"CF132"
22696,"CF117"
22711,"CF402"
22724,"CF123"
22730,"CF115"
22758,"CF123"
22763,"CF114"
22799,"CF132"
22815,"CF601"
22822,"CF128"
22825,"CF408"
22844,"CF253"
22853,"CF132"
22855,"CF262"
22858,"CF254"
22864,"CF105"
22886,"CF103"
22914,"CF123"
22925,"CF119"
22971,"CF132"
22975,"CF229"
23031,"CF123"
23038,"CF410"
23068,"CF242"
23094,"CF123"
23099,"CF132"
23117,"CF125"
23119,"CF202"
23127,"CF132"
23147,"CF111"
23166,"CF114"
23204,"CF109"
23219,"CF202"
23228,"CF402"
23232,"CF402"
23282,"CF111"
23294,"CF604"
23316,"CF101"
23336,"CF209"
23368,"CF232"
23380,"CF245"
23383,"CF245"
23390,"CF201"
23418,"CF111"
23419,"CF241"
23420,"CF113"
23423,"CF111"
23428,"CF218"
23437,"CF123"
23440,"CF413"
23450,"CF111"
23476,"CF266"
23479,"CF123"
23493,"CF221"
23496,"CF115"
23510,"CF402"
23517,"CF242"
23522,"CF124"
23526,"CF402"
23553,"CF402"
23557,"CF221"
23568,"CF245"
23579,"CF242"
23591,"CF229"
23602,"CF420"
23612,"CF601"
23633,"CF221"
23649,"CF219"
23675,"CF245"
23698,"CF115"
23719,"CF420"
23730,"CF229"
23734,"CF132"
23745,"CF221"
23752,"CF115"
23756,"CF123"
23774,"CF103"
23776,"CF125"
23781,"CF132"
23790,"CF115"
23818,"CF501"
23823,"CF128"
23824,"CF133"
23852,"CF115"
23867,"CF229"
23870,"CF403"
23893,"CF241"
23894,"CF128"
23905,"CF115"
23912,"CF124"
23914,"CF402"
23915,"CF125"
23918,"CF229"
23948,"CF133"
23965,"CF202"
23977,"CF404"
23982,"CF407"
23994,"CF404"
23995,"CF117"
24002,"CF253"
24020,"CF111"
24028,"CF111"
24038,"CF402"
24044,"CF111"
24050,"CF402"
24056,"CF242"
24079,"CF101"
24088,"CF111"
24105,"CF237"
24148,"CF245"
24155,"CF132"
24165,"CF410"
24182,"CF108"
24197,"CF229"
24200,"CF420"
24203,"CF420"
24218,"CF410"
24220,"CF111"
24221,"CF103"
24226,"CF132"
24278,"CF113"
24290,"CF402"
24300,"CF122"
24301,"CF401"
24303,"CF420"
24312,"CF123"
24318,"CF413"
24333,"CF129"
24339,"CF103"
24372,"CF604"
24373,"CF115"
24376,"CF402"
24380,"CF237"
24394,"CF109"
24399,"CF124"
24424,"CF123"
24452,"CF111"
24476,"CF402"
24487,"CF245"
24509,"CF123"
24511,"CF123"
24521,"CF604"
24540,"CF132"
24562,"CF410"
24582,"CF123"
24598,"CF103"
24609,"CF402"
24618,"CF413"
24621,"CF252"
24677,"CF111"
24681,"CF128"
24702,"CF133"
24703,"CF109"
24725,"CF402"
24740,"CF205"
24750,"CF117"
24785,"CF209"
24786,"CF123"
24795,"CF218"
24821,"CF406"
24828,"CF402"
24835,"CF109"
24839,"CF402"
24840,"CF402"
24859,"CF132"
24874,"CF133"
24876,"CF413"
24881,"CF267"
24886,"CF413"
24894,"CF123"
24897,"CF123"
24902,"CF254"
24919,"CF242"
24922,"CF132"
24932,"CF117"
24934,"CF403"
24936,"CF403"
24940,"CF242"
24956,"CF132"
24970,"CF111"
25006,"CF413"
25026,"CF233"
25028,"CF105"
25035,"CF242"
25040,"CF111"
25043,"CF111"
25087,"CF103"
25090,"CF125"
25098,"CF245"
25103,"CF402"
25106,"CF123"
25115,"CF103"
25131,"CF133"
25136,"CF111"
25138,"CF410"
25141,"CF101"
25142,"CF123"
25157,"CF115"
25168,"CF119"
25169,"CF246"
25172,"CF106"
25205,"CF121"
25226,"CF123"
25243,"CF133"
25247,"CF109"
25259,"CF111"
25290,"CF413"
25295,"CF242"
25311,"CF132"
25315,"CF258"
25346,"CF402"
25350,"CF206"
25357,"CF402"
25383,"CF102"
25384,"CF413"
25389,"CF402"
25403,"CF420"
25413,"CF402"
25414,"CF241"
25416,"CF121"
25418,"CF402"
25432,"CF111"
25460,"CF114"
25472,"CF101"
25490,"CF121"
25502,"CF417"
25509,"CF402"
25514,"CF229"
25532,"CF101"
25534,"CF601"
25551,"CF123"
25607,"CF124"
25618,"CF406"
25626,"CF132"
25635,"CF133"
25649,"CF218"
25651,"CF108"
25663,"CF111"
25665,"CF123"
25769,"CF111"
25779,"CF242"
25801,"CF103"
25804,"CF111"
25806,"CF221"
25821,"CF123"
25823,"CF413"
25828,"CF109"
25841,"CF111"
25843,"CF125"
25860,"CF105"
25865,"CF132"
25884,"CF123"
25916,"CF111"
25945,"CF105"
25967,"CF221"
25969,"CF103"
25975,"CF243"
25978,"CF123"
25986,"CF410"
26006,"CF242"
26023,"CF126"
26034,"CF106"
26035,"CF604"
26055,"CF129"
26087,"CF420"
26094,"CF103"
26112,"CF229"
26128,"CF501"
26187,"CF242"
26201,"CF229"
26206,"CF115"
26228,"CF404"
26235,"CF105"
26237,"CF407"
26245,"CF402"
26249,"CF410"
26273,"CF420"
26293,"CF242"
26298,"CF242"
26313,"CF111"
26333,"CF245"
26341,"CF133"
26346,"CF604"
26347,"CF402"
26351,"CF133"
26353,"CF133"
26378,"CF109"
26387,"CF115"
26417,"CF420"
26432,"CF123"
26460,"CF113"
26467,"CF212"
26485,"CF123"
26502,"CF215"
26508,"CF128"
26514,"CF242"
26528,"CF111"
26529,"CF133"
26544,"CF242"
26550,"CF115"
26551,"CF242"
26554,"CF245"
26563,"CF249"
26564,"CF128"
26567,"CF232"
26584,"CF106"
26617,"CF123"
26643,"CF111"
26659,"CF211"
26662,"CF109"
26675,"CF106"
26677,"CF242"
26679,"CF202"
26688,"CF125"
26691,"CF123"
26692,"CF133"
26695,"CF123"
26701,"CF123"
26717,"CF249"
26720,"CF406"
26725,"CF105"
26734,"CF242"
26747,"CF108"
26754,"CF242"
26787,"CF123"
26795,"CF402"
26854,"CF206"
26866,"CF123"
26883,"CF103"
26889,"CF420"
26892,"CF128"
26928,"CF221"
26931,"CF242"
26942,"CF604"
26946,"CF111"
26953,"CF111"
26957,"CF106"
26961,"CF123"
26989,"CF111"
26993,"CF123"
27043,"CF123"
27048,"CF245"
27054,"CF403"
27067,"CF101"
27071,"CF101"
27073,"CF252"
27074,"CF122"
27078,"CF245"
27099,"CF119"
27131,"CF242"
27204,"CF410"
27209,"CF123"
27232,"CF245"
27243,"CF133"
27267,"CF402"
27279,"CF132"
27295,"CF604"
27350,"CF249"
27373,"CF601"
27376,"CF402"
27382,"CF406"
27383,"CF204"
27393,"CF403"
27405,"CF245"
27406,"CF402"
27411,"CF242"
27466,"CF111"
27491,"CF417"
27494,"CF254"
27503,"CF111"
27508,"CF122"
27536,"CF246"
27543,"CF254"
27588,"CF128"
27590,"CF249"
27593,"CF404"
27616,"CF101"
27630,"CF109"
27631,"CF109"
27637,"CF242"
27667,"CF604"
27685,"CF420"
27689,"CF261"
27747,"CF218"
27754,"CF105"
27777,"CF128"
27783,"CF109"
27797,"CF242"
27823,"CF123"
27832,"CF124"
27840,"CF243"
27851,"CF132"
27884,"CF245"
27886,"CF402"
27891,"CF242"
27897,"CF111"
27899,"CF111"
27902,"CF242"
27912,"CF121"
27913,"CF242"
27920,"CF242"
27934,"CF249"
27938,"CF132"
27971,"CF242"
27976,"CF205"
27991,"CF403"
27994,"CF202"
27995,"CF124"
28001,"CF403"
28004,"CF245"
28007,"CF105"
28009,"CF206"
28023,"CF257"
28028,"CF242"
28031,"CF111"
28042,"CF222"
28077,"CF420"
28084,"CF417"
28096,"CF105"
28106,"CF245"
28116,"CF604"
28123,"CF228"
28127,"CF604"
28161,"CF604"
28165,"CF123"
28168,"CF121"
28171,"CF129"
28178,"CF242"
28188,"CF228"
28199,"CF113"
28201,"CF107"
28213,"CF123"
28220,"CF242"
28236,"CF603"
28263,"CF129"
28277,"CF111"
28309,"CF123"
28327,"CF133"
28330,"CF242"
28337,"CF257"
28339,"CF128"
28367,"CF107"
28378,"CF111"
28383,"CF119"
28386,"CF402"
28389,"CF111"
28406,"CF245"
28412,"CF402"
28418,"CF261"
28422,"CF129"
28427,"CF262"
28432,"CF109"
28453,"CF401"
28455,"CF119"
28471,"CF402"
28472,"CF111"
28486,"CF501"
28513,"CF408"
28514,"CF111"
28537,"CF127"
28549,"CF132"
28562,"CF211"
28566,"CF406"
28574,"CF403"
28587,"CF123"
28601,"CF218"
28603,"CF404"
28611,"CF107"
28615,"CF101"
28623,"CF122"
28639,"CF111"
28672,"CF111"
28708,"CF122"
28709,"CF111"
28720,"CF218"
28732,"CF221"
28745,"CF604"
28770,"CF402"
28783,"CF128"
28785,"CF114"
28814,"CF249"
28825,"CF132"
28838,"CF105"
28851,"CF219"
28855,"CF111"
28860,"CF133"
28879,"CF402"
28894,"CF245"
28912,"CF406"
28914,"CF105"
28916,"CF209"
28929,"CF604"
28968,"CF129"
28986,"CF218"
28998,"CF242"
29000,"CF123"
29004,"CF132"
29007,"CF111"
29022,"CF101"
29029,"CF111"
29030,"CF218"
29031,"CF218"
29036,"CF108"
29041,"CF103"
29058,"CF105"
29099,"CF107"
29100,"CF413"
29104,"CF123"
29108,"CF403"
29125,"CF101"
29132,"CF111"
29134,"CF111"
29138,"CF128"
29141,"CF111"
29143,"CF126"
29157,"CF111"
29167,"CF105"
29168,"CF105"
29219,"CF111"
29221,"CF103"
29235,"CF219"
29248,"CF406"
29259,"CF413"
29260,"CF126"
29275,"CF101"
29277,"CF107"
29283,"CF105"
29287,"CF402"
29301,"CF129"
29303,"CF129"
29306,"CF115"
29307,"CF101"
29319,"CF108"
29334,"CF111"
29341,"CF403"
29350,"CF111"
29353,"CF111"
29378,"CF111"
29386,"CF261"
29396,"CF101"
29406,"CF109"
29411,"CF111"
29439,"CF402"
29454,"CF123"
29481,"CF406"
29487,"CF218"
29499,"CF253"
29506,"CF116"
29516,"CF105"
29518,"CF221"
29543,"CF601"
29562,"CF604"
29570,"CF601"
29588,"CF132"
29638,"CF221"
29671,"CF119"
29672,"CF218"
29707,"CF249"
29718,"CF406"
29735,"CF123"
29771,"CF406"
29787,"CF105"
29788,"CF232"
29811,"CF604"
29812,"CF108"
29813,"CF115"
29832,"CF413"
29835,"CF133"
29871,"CF111"
29879,"CF221"
29882,"CF114"
29892,"CF132"
29897,"CF123"
29898,"CF103"
29905,"CF108"
29919,"CF404"
29926,"CF111"
29928,"CF258"
29929,"CF123"
29930,"CF132"
29955,"CF128"
29977,"CF103"
29978,"CF117"
29986,"CF221"
29987,"CF245"
29989,"CF201"
29991,"CF105"
29992,"CF218"
29999,"CF402"
30024,"CF111"
30027,"CF111"
30041,"CF404"
30046,"CF123"
30047,"CF111"
30051,"CF128"
30054,"CF201"
30154,"CF108"
30163,"CF133"
30192,"CF111"
30195,"CF103"
30199,"CF105"
30206,"CF123"
30212,"CF108"
30214,"CF245"
30241,"CF403"
30266,"CF413"
30268,"CF101"
30272,"CF115"
30279,"CF103"
30284,"CF233"
30297,"CF604"
30299,"CF246"
30301,"CF123"
30327,"CF123"
30338,"CF408"
30339,"CF132"
30346,"CF105"
30359,"CF245"
30370,"CF111"
30371,"CF267"
30383,"CF114"
30391,"CF124"
30397,"CF111"
30403,"CF109"
30407,"CF413"
30416,"CF242"
30437,"CF261"
30470,"CF109"
30471,"CF108"
30487,"CF124"
30500,"CF108"
30518,"CF111"
30529,"CF242"
30544,"CF125"
30556,"CF604"
30586,"CF111"
30590,"CF401"
30591,"CF108"
30603,"CF402"
30609,"CF111"
30616,"CF413"
30617,"CF105"
30635,"CF403"
30637,"CF103"
30645,"CF103"
30651,"CF413"
30675,"CF124"
30677,"CF109"
30679,"CF124"
30706,"CF105"
30711,"CF245"
30732,"CF111"
30736,"CF111"
30738,"CF103"
30741,"CF109"
30761,"CF218"
30779,"CF115"
30785,"CF410"
30799,"CF119"
30813,"CF132"
30816,"CF117"
30822,"CF117"
30827,"CF124"
30841,"CF245"
30843,"CF101"
30846,"CF117"
30852,"CF123"
30856,"CF221"
30857,"CF111"
30865,"CF132"
30878,"CF221"
30890,"CF111"
30894,"CF119"
30912,"CF245"
30926,"CF242"
30943,"CF221"
31033,"CF105"
31034,"CF242"
31054,"CF124"
31062,"CF103"
31065,"CF211"
31073,"CF123"
31078,"CF402"
31121,"CF124"
31144,"CF129"
31145,"CF132"
31200,"CF413"
31207,"CF123"
31216,"CF103"
31234,"CF123"
31240,"CF105"
31247,"CF402"
31248,"CF111"
31253,"CF123"
31255,"CF115"
31275,"CF101"
31278,"CF124"
31279,"CF229"
31280,"CF413"
31281,"CF413"
31303,"CF601"
31310,"CF221"
31331,"CF209"
31338,"CF402"
31343,"CF105"
31358,"CF109"
31399,"CF401"
31411,"CF111"
31461,"CF132"
31471,"CF245"
31495,"CF102"
31510,"CF245"
31533,"CF218"
31550,"CF111"
31570,"CF413"
31596,"CF402"
31598,"CF109"
31605,"CF109"
31606,"CF605"
31639,"CF111"
31640,"CF125"
31647,"CF109"
31663,"CF123"
31675,"CF219"
31682,"CF124"
31703,"CF406"
31707,"CF604"
31709,"CF218"
31719,"CF242"
31723,"CF128"
31725,"CF404"
31731,"CF111"
31733,"CF211"
31734,"CF211"
31741,"CF402"
31762,"CF232"
31801,"CF266"
31805,"CF604"
31810,"CF101"
31811,"CF111"
31822,"CF115"
31826,"CF408"
31840,"CF113"
31845,"CF407"
31851,"CF219"
31856,"CF408"
31858,"CF111"
31896,"CF107"
31897,"CF111"
31904,"CF127"
31909,"CF109"
31921,"CF109"
31923,"CF111"
31937,"CF115"
31940,"CF132"
31963,"CF109"
31964,"CF211"
31968,"CF417"
32020,"CF221"
32028,"CF117"
32033,"CF121"
32054,"CF401"
32080,"CF105"
32082,"CF128"
32087,"CF249"
32092,"CF410"
32096,"CF604"
32099,"CF604"
32107,"CF401"
32111,"CF408"
32112,"CF115"
32133,"CF115"
32147,"CF402"
32149,"CF111"
32155,"CF132"
32156,"CF404"
32162,"CF413"
32166,"CF418"
32192,"CF211"
32199,"CF122"
32205,"CF111"
32217,"CF402"
32225,"CF229"
32242,"CF211"
32245,"CF249"
32259,"CF245"
32275,"CF242"
32280,"CF105"
32281,"CF417"
32290,"CF245"
32304,"CF117"
32312,"CF111"
32314,"CF249"
32319,"CF121"
32353,"CF205"
32377,"CF111"
32382,"CF121"
32384,"CF211"
32404,"CF121"
32419,"CF125"
32424,"CF603"
32427,"CF402"
32442,"CF604"
32471,"CF410"
32483,"CF266"
32498,"CF119"
32518,"CF108"
32550,"CF125"
32571,"CF111"
32576,"CF603"
32594,"CF128"
32607,"CF229"
32612,"CF123"
32626,"CF242"
32629,"CF603"
32637,"CF117"
32642,"CF252"
32650,"CF408"
32658,"CF108"
32662,"CF603"
32669,"CF401"
32670,"CF402"
32678,"CF115"
32704,"CF604"
32705,"CF601"
32735,"CF101"
32747,"CF410"
32754,"CF132"
32768,"CF257"
32769,"CF121"
32774,"CF420"
32792,"CF213"
32800,"CF111"
32820,"CF232"
32822,"CF211"
32823,"CF408"
32842,"CF121"
32864,"CF402"
32881,"CF121"
32896,"CF111"
32901,"CF222"
32907,"CF242"
32924,"CF401"
32926,"CF132"
32927,"CF406"
32930,"CF410"
32939,"CF111"
32977,"CF123"
32980,"CF402"
33027,"CF108"
33029,"CF408"
33061,"CF111"
33070,"CF211"
33106,"CF125"
33119,"CF406"
33137,"CF111"
33149,"CF604"
33199,"CF417"
33201,"CF126"
33215,"CF111"
33228,"CF111"
33242,"CF242"
33282,"CF101"
33294,"CF109"
33303,"CF119"
33331,"CF132"
33352,"CF232"
33368,"CF229"
33387,"CF132"
33403,"CF229"
33409,"CF123"
33413,"CF117"
33439,"CF401"
33442,"CF402"
33469,"CF404"
33476,"CF121"
33477,"CF413"
33487,"CF413"
33492,"CF408"
33550,"CF402"
33570,"CF111"
33575,"CF109"
33598,"CF221"
33604,"CF132"
33608,"CF121"
33610,"CF413"
33621,"CF111"
33623,"CF402"
33631,"CF123"
33633,"CF133"
33655,"CF245"
33659,"CF245"
33666,"CF108"
33690,"CF111"
33691,"CF114"
33704,"CF402"
33708,"CF201"
33710,"CF111"
33714,"CF221"
33721,"CF133"
33722,"CF101"
33758,"CF125"
33772,"CF258"
33784,"CF103"
33793,"CF111"
33795,"CF401"
33799,"CF115"
33807,"CF125"
33829,"CF119"
33838,"CF133"
33843,"CF121"
33855,"CF402"
33859,"CF124"
33860,"CF401"
33875,"CF408"
33885,"CF406"
33891,"CF402"
33916,"CF404"
33923,"CF249"
33940,"CF406"
33941,"CF258"
33986,"CF406"
34004,"CF109"
34008,"CF603"
34023,"CF232"
34028,"CF123"
34033,"CF132"
34034,"CF413"
34056,"CF402"
34085,"CF109"
34093,"CF132"
34115,"CF132"
34122,"CF124"
34136,"CF402"
34139,"CF418"
34156,"CF123"
34158,"CF604"
34166,"CF121"
34176,"CF125"
34204,"CF105"
34206,"CF133"
34216,"CF115"
34226,"CF101"
34242,"CF121"
34250,"CF604"
34257,"CF408"
34268,"CF403"
34270,"CF601"
34271,"CF254"
34272,"CF219"
34281,"CF254"
34284,"CF242"
34311,"CF102"
34319,"CF101"
34321,"CF242"
34323,"CF115"
34342,"CF111"
34354,"CF132"
34365,"CF117"
34396,"CF103"
34439,"CF245"
34446,"CF242"
34448,"CF111"
34466,"CF242"
34479,"CF111"
34499,"CF111"
34501,"CF233"
34508,"CF111"
34513,"CF408"
34517,"CF111"
34520,"CF413"
34528,"CF246"
34530,"CF402"
34544,"CF128"
34554,"CF402"
34557,"CF403"
34561,"CF111"
34601,"CF408"
34603,"CF126"
34610,"CF218"
34616,"CF109"
34620,"CF406"
34630,"CF604"
34634,"CF111"
34676,"CF105"
34680,"CF604"
34682,"CF211"
34686,"CF123"
34715,"CF111"
34740,"CF408"
34741,"CF604"
34751,"CF105"
34754,"CF408"
34764,"CF132"
34783,"CF601"
34810,"CF218"
34818,"CF103"
34828,"CF132"
34836,"CF408"
34853,"CF229"
34897,"CF249"
34898,"CF111"
34932,"CF242"
34933,"CF209"
34944,"CF245"
34948,"CF114"
34950,"CF420"
34952,"CF245"
34960,"CF133"
34975,"CF406"
34989,"CF105"
34992,"CF413"
34995,"CF402"
35000,"CF117"
35007,"CF123"
35013,"CF111"
35037,"CF406"
35042,"CF420"
35045,"CF123"
35069,"CF123"
35075,"CF219"
35094,"CF604"
35100,"CF402"
35139,"CF218"
35160,"CF132"
35166,"CF132"
35167,"CF133"
35173,"CF132"
35175,"CF123"
35186,"CF119"
35192,"CF123"
35195,"CF133"
35200,"CF402"
35202,"CF216"
35253,"CF229"
35255,"CF113"
35268,"CF105"
35270,"CF123"
35271,"CF123"
35285,"CF133"
35295,"CF402"
35303,"CF402"
35305,"CF109"
35311,"CF402"
35323,"CF402"
35340,"CF242"
35341,"CF109"
35354,"CF233"
35356,"CF201"
35415,"CF123"
35416,"CF125"
35424,"CF123"
35428,"CF111"
35429,"CF402"
35430,"CF125"
35435,"CF266"
35441,"CF210"
35464,"CF242"
35477,"CF601"
35501,"CF111"
35511,"CF413"
35525,"CF115"
35528,"CF105"
35534,"CF402"
35543,"CF242"
35548,"CF111"
35561,"CF605"
35594,"CF221"
35627,"CF408"
35667,"CF115"
35670,"CF117"
35676,"CF111"
35685,"CF114"
35700,"CF115"
35708,"CF111"
35711,"CF221"
35732,"CF402"
35733,"CF103"
35734,"CF125"
35744,"CF123"
35779,"CF218"
35797,"CF107"
35800,"CF218"
35806,"CF105"
35810,"CF123"
35812,"CF211"
35826,"CF103"
35827,"CF111"
35832,"CF402"
35835,"CF105"
35844,"CF101"
35859,"CF111"
35862,"CF109"
35881,"CF123"
35889,"CF111"
35919,"CF111"
35924,"CF408"
35931,"CF408"
35933,"CF402"
35938,"CF111"
35945,"CF108"
35962,"CF108"
35967,"CF125"
35975,"CF105"
35985,"CF211"
35996,"CF256"
35997,"CF218"
36015,"CF242"
36016,"CF117"
36035,"CF105"
36039,"CF123"
36061,"CF115"
36071,"CF402"
36082,"CF233"
36094,"CF105"
36105,"CF604"
36108,"CF604"
36131,"CF132"
36135,"CF402"
36155,"CF410"
36206,"CF229"
36207,"CF111"
36219,"CF111"
36240,"CF415"
36281,"CF410"
36288,"CF221"
36289,"CF217"
36290,"CF101"
36329,"CF123"
36357,"CF123"
36382,"CF123"
36406,"CF413"
36410,"CF406"
36426,"CF221"
36427,"CF124"
36489,"CF111"
36515,"CF604"
36519,"CF402"
36522,"CF604"
36524,"CF105"
36542,"CF413"
36543,"CF402"
36545,"CF413"
36546,"CF109"
36557,"CF604"
36559,"CF111"
36573,"CF401"
36576,"CF105"
36586,"CF133"
36588,"CF101"
36648,"CF111"
36649,"CF604"
36670,"CF413"
36680,"CF111"
36682,"CF403"
36687,"CF111"
36730,"CF413"
36736,"CF111"
36749,"CF413"
36762,"CF410"
36764,"CF601"
36765,"CF125"
36769,"CF109"
36772,"CF101"
36800,"CF111"
36803,"CF105"
36869,"CF132"
36902,"CF229"
36914,"CF111"
36934,"CF123"
36939,"CF111"
36946,"CF125"
36973,"CF408"
36975,"CF501"
36985,"CF132"
36989,"CF242"
37023,"CF402"
37032,"CF105"
37038,"CF605"
37046,"CF211"
37058,"CF123"
37071,"CF123"
37073,"CF124"
37077,"CF133"
37084,"CF245"
37087,"CF413"
37095,"CF402"
37104,"CF111"
37145,"CF132"
37149,"CF111"
37152,"CF111"
37164,"CF123"
37174,"CF111"
37179,"CF408"
37183,"CF211"
37184,"CF109"
37206,"CF402"
37216,"CF401"
37230,"CF403"
37237,"CF128"
37239,"CF103"
37241,"CF402"
37262,"CF111"
37276,"CF119"
37287,"CF111"
37288,"CF211"
37306,"CF245"
37319,"CF132"
37320,"CF111"
37321,"CF402"
37346,"CF242"
37375,"CF106"
37384,"CF127"
37390,"CF123"
37394,"CF116"
37395,"CF111"
37396,"CF402"
37399,"CF126"
37412,"CF111"
37413,"CF105"
37434,"CF105"
37435,"CF211"
37438,"CF245"
37464,"CF111"
37473,"CF111"
37498,"CF111"
37503,"CF117"
37516,"CF111"
37527,"CF127"
37553,"CF242"
37589,"CF413"
37593,"CF105"
37624,"CF604"
37636,"CF408"
37637,"CF408"
37655,"CF254"
37673,"CF261"
37694,"CF242"
37705,"CF604"
37706,"CF106"
37716,"CF413"
37717,"CF413"
37719,"CF123"
37745,"CF221"
37746,"CF403"
37752,"CF111"
37764,"CF129"
37768,"CF413"
37774,"CF111"
37778,"CF128"
37781,"CF111"
37791,"CF105"
37795,"CF403"
37802,"CF101"
37843,"CF111"
37852,"CF233"
37855,"CF119"
37871,"CF125"
37880,"CF601"
37913,"CF413"
37933,"CF222"
37934,"CF101"
37991,"CF262"
38001,"CF101"
38016,"CF106"
38022,"CF403"
38023,"CF212"
38027,"CF403"
38043,"CF109"
38046,"CF413"
38050,"CF114"
38056,"CF111"
38058,"CF413"
38066,"CF413"
38110,"CF242"
38115,"CF132"
38120,"CF123"
38136,"CF242"
38139,"CF401"
38145,"CF604"
38183,"CF105"
38191,"CF111"
38212,"CF403"
38238,"CF403"
38261,"CF105"
38262,"CF501"
38271,"CF110"
38294,"CF403"
38301,"CF105"
38303,"CF408"
38309,"CF115"
38317,"CF124"
38318,"CF102"
38322,"CF245"
38337,"CF246"
38348,"CF115"
38355,"CF126"
38395,"CF246"
38438,"CF101"
38450,"CF249"
38469,"CF218"
38484,"CF117"
38490,"CF408"
38494,"CF111"
38512,"CF128"
38514,"CF221"
38515,"CF111"
38519,"CF115"
38524,"CF101"
38525,"CF413"
38553,"CF102"
38554,"CF212"
38561,"CF111"
38562,"CF404"
38567,"CF123"
38611,"CF604"
38618,"CF229"
38629,"CF221"
38639,"CF258"
38649,"CF124"
38661,"CF102"
38663,"CF109"
38668,"CF601"
38671,"CF105"
38672,"CF245"
38678,"CF126"
38681,"CF103"
38708,"CF123"
38709,"CF402"
38711,"CF124"
38733,"CF264"
38737,"CF601"
38741,"CF420"
38758,"CF402"
38760,"CF101"
38767,"CF212"
38782,"CF205"
38794,"CF132"
38798,"CF123"
38801,"CF604"
38805,"CF402"
38813,"CF242"
38815,"CF105"
38835,"CF110"
38845,"CF113"
38848,"CF403"
38852,"CF245"
38853,"CF601"
38930,"CF413"
38931,"CF408"
38938,"CF124"
38959,"CF402"
38960,"CF128"
38967,"CF413"
38973,"CF103"
38979,"CF123"
38992,"CF111"
38998,"CF408"
39010,"CF253"
39026,"CF420"
39039,"CF111"
39044,"CF123"
39046,"CF123"
39049,"CF415"
39051,"CF128"
39078,"CF245"
39082,"CF201"
39086,"CF125"
39091,"CF132"
39092,"CF108"
39119,"CF123"
39157,"CF246"
39170,"CF111"
39181,"CF403"
39196,"CF129"
39213,"CF115"
39227,"CF218"
