"unique_id","Company_category","contract_type","ECO_SECT","JOB_CONDITION","JOB_CATEGORY","WORKING_HOURS","Emolument","employee_count","Job_dep","Work_description"
5245,"ct_8","CDI","QB","C","O",1820,16014,"tr_3","13","684a"
5247,"ct_9","CDI","CE","C","O",1438,20494,"tr_4","13","484a"
5254,"ct_9","CDI","GZ","C","O",1820,24075,"tr_3","13","556a"
5258,"ct_9","CDI","CE","P","O",1232,21766,"tr_4","13","625b"
5261,"ct_9","CDI","NZ","C","O",2200,40944,"tr_6","13","484a"
5276,"ct_9","CDI","HZ","C","O",1820,27048,"tr_6","13","451a"
5284,"ct_9","CDI","QB","C","O",1820,22949,"tr_1","13","431c"
5285,"ct_9","CDI","GZ","P","O",1020,6777,"tr_1","13","653a"
5287,"ct_9","CDD","FZ","C","O",383,7994,"tr_1","13","633a"
5293,"ct_9","CDI","QA","P","O",1639,31402,"tr_4","13","431a"
5296,"ct_9","CDI","DZ","C","O",1820,22643,"tr_5","13","542a"
5302,"ct_9","CDI","CE","C","O",2200,122675,"tr_6","13","484a"
5306,"ct_9","CDI","FZ","C","O",1801,25523,"tr_1","13","472c"
5309,"ct_9","CDI","CE","C","O",1984,24562,"tr_4","13","475b"
5311,"ct_9","CDI","GZ","C","O",1620,31657,"tr_2","13","387a"
5312,"ct_9","CDI","QB","C","O",3000,30951,"tr_3","13","526a"
5313,"ct_9","CDI","LZ","C","O",1455,30802,"tr_3","13","373d"
5322,"ct_7","CDI","TZ","C","O",526,7713,"tr_1","13","563c"
5329,"ct_9","CDI","DZ","C","O",1820,45761,"tr_6","13","461c"
5330,"ct_9","CDI","GZ","C","O",1928,24449,"tr_4","13","636a"
5331,"ct_1","AUT","PZ","P","X",1555,12171,"tr_6","13","564b"
5336,"ct_6","CDI","IZ","C","O",1290,18163,"tr_2","13","377a"
5341,"ct_9","CDI","HZ","C","O",1871,45392,"tr_2","13","333c"
5346,"ct_8","CDI","QA","C","O",1993,50402,"tr_6","13","344a"
5349,"ct_9","CDI","NZ","C","O",1638,13910,"tr_6","13","684a"
5350,"ct_9","CDI","CH","C","O",1739,28710,"tr_6","13","475b"
5362,"ct_3","AUT","QA","C","O",2028,20454,"tr_6","13","431f"
5363,"ct_9","CDI","CE","C","O",2028,17612,"tr_4","13","541b"
5364,"ct_5","CDI","LZ","C","O",1781,28889,"tr_6","13","476a"
5367,"ct_3","CDI","QA","C","O",810,8736,"tr_6","13","526a"
5370,"ct_9","TOA","JA","P","O",486,26475,"tr_1","75","353c"
5372,"ct_6","CDI","NZ","C","O",1718,15693,"tr_6","69","534a"
5380,"ct_9","CDI","JC","C","O",3000,56648,"tr_4","13","388d"
5383,"ct_9","CDI","NZ","C","O",1519,14806,"tr_4","30","631a"
5402,"ct_8","CDI","PZ","C","O",1820,33779,"tr_4","13","341a"
5410,"ct_9","CDI","CG","F","O",573,7196,"tr_6","13","474c"
5415,"ct_9","CDI","HZ","P","O",36,432,"tr_1","2B","641a"
5423,"ct_9","CDI","CK","C","O",2200,56478,"tr_6","13","387e"
5424,"ct_9","CDI","HZ","C","O",1819,25606,"tr_2","13","333c"
5432,"ct_9","CDI","MA","C","O",1820,37952,"tr_6","13","387d"
5435,"ct_9","CDI","HZ","C","O",1821,20533,"tr_3","83","451a"
5442,"ct_9","CDI","NZ","C","O",1924,22736,"tr_3","13","461f"
5444,"ct_8","CDI","OZ","C","O",1848,43577,"tr_4","13","344b"
5447,"ct_9","CDI","HZ","C","O",1820,27703,"tr_5","13","546c"
5451,"ct_9","CDI","HZ","C","O",335,3509,"tr_4","13","641a"
5460,"ct_9","CDD","MA","C","O",1081,22567,"tr_2","13","461e"
5465,"ct_9","CDI","HZ","C","O",2500,35582,"tr_6","13","478a"
5470,"ct_9","CDI","NZ","P","O",733,6890,"tr_6","13","684a"
5471,"ct_9","CDI","FZ","C","O",1796,16110,"tr_1","13","632a"
5473,"ct_9","CDI","RZ","C","O",1819,60257,"tr_1","13","353c"
5478,"ct_3","AUT","QA","P","O",1528,18868,"tr_6","13","431f"
5479,"ct_9","APP","KZ","C","A",1781,12851,"tr_3","13","545a"
5480,"ct_8","CDI","QA","C","O",1815,20287,"tr_6","13","526a"
5486,"ct_9","CDI","LZ","C","O",1984,20812,"tr_1","13","376g"
5490,"ct_7","CDI","TZ","C","O",1044,7361,"tr_1","13","563a"
5492,"ct_8","CDI","PZ","C","O",1634,16333,"tr_2","13","526b"
5495,"ct_9","CDI","KZ","C","O",1856,29878,"tr_2","13","543b"
5503,"ct_8","CDI","QB","C","O",1714,22621,"tr_3","13","525d"
5516,"ct_9","CDI","KZ","C","O",1824,32965,"tr_6","13","467a"
5520,"ct_9","CDI","MA","C","O",1827,24649,"tr_5","13","461d"
5522,"ct_9","CDI","NZ","C","O",1929,26595,"tr_4","13","632j"
5528,"ct_9","TOA","IZ","C","O",594,4113,"tr_4","13","561b"
5529,"ct_9","CDI","KZ","C","O",1820,22779,"tr_6","13","467b"
5536,"ct_9","CDI","HZ","C","X",1655,21800,"tr_1","13","641b"
5537,"ct_8","CDI","SZ","C","O",970,25218,"tr_1","13","435a"
5540,"ct_8","CDI","QB","P","O",1310,18096,"tr_4","13","432d"
5547,"ct_9","CDI","IZ","C","O",1654,15130,"tr_1","13","561f"
5551,"ct_9","CDI","FZ","C","O",303,2757,"tr_1","13","621c"
5563,"ct_8","CDD","QB","Y","O",156,1235,"tr_5","13","632k"
5566,"ct_9","CDI","FZ","C","O",1898,43603,"tr_1","13","481a"
5569,"ct_8","CDI","QA","C","O",1820,19427,"tr_6","13","525d"
5595,"ct_9","CDI","QA","C","O",1776,12684,"tr_4","13","525d"
5606,"ct_9","CDD","NZ","K","O",359,5691,"tr_3","13","561c"
5615,"ct_9","CDI","HZ","C","O",1827,19755,"tr_1","13","543g"
5623,"ct_9","CDI","CA","C","O",1949,19218,"tr_4","13","484a"
5626,"ct_9","CDI","LZ","P","O",1027,7519,"tr_1","13","543c"
5630,"ct_9","CDI","FZ","C","O",1908,21974,"tr_2","13","681b"
5632,"ct_6","CDI","MA","C","O",1820,27888,"tr_1","13","542a"
5633,"ct_9","CDI","IZ","C","O",1521,47076,"tr_3","13","468a"
5636,"ct_6","CDI","IZ","C","O",1926,19897,"tr_4","13","561d"
5642,"ct_9","APP","GZ","C","A",575,5079,"tr_4","84","554c"
5647,"ct_9","CDI","KZ","C","O",2200,53672,"tr_6","13","374c"
5652,"ct_9","CDI","GZ","C","O",1920,31432,"tr_2","13","462a"
5655,"ct_9","CDI","MA","C","O",1061,13344,"tr_2","13","461e"
5669,"ct_9","CDI","CE","C","O",1980,37186,"tr_6","13","486b"
5676,"ct_9","CDI","QA","P","O",1214,12419,"tr_6","13","526a"
5678,"ct_8","CDI","NZ","C","O",2028,19449,"tr_1","13","684a"
5681,"ct_9","CDI","JC","C","O",1799,48574,"tr_4","13","388a"
5683,"ct_9","CDI","FZ","C","O",1700,25302,"tr_5","13","671c"
5692,"ct_9","CDI","JA","C","O",357,40072,"tr_4","35","352a"
5697,"ct_8","CDI","QB","C","O",2006,17985,"tr_4","13","525d"
5698,"ct_9","CDI","FZ","C","O",1657,17448,"tr_1","13","633a"
5704,"ct_8","CDI","QA","P","O",910,9109,"tr_2","13","525d"
5710,"ct_9","CDI","GZ","P","O",1620,32577,"tr_5","13","374a"
5712,"ct_9","CDI","FZ","C","O",2200,50837,"tr_4","13","382c"
5718,"ct_8","CDI","QA","C","O",1951,41330,"tr_6","13","431a"
5720,"ct_9","CDI","CC","C","O",1865,25611,"tr_5","13","543f"
5722,"ct_8","CDI","QB","P","O",1369,10724,"tr_5","13","563b"
5727,"ct_9","CDI","MA","C","O",2028,32558,"tr_0","13","461e"
5730,"ct_8","CDI","QB","C","O",1820,36437,"tr_3","13","434a"
5738,"ct_9","CDI","JC","C","O",1785,17128,"tr_5","13","478a"
5745,"ct_9","CDI","IZ","P","O",1267,15608,"tr_2","13","468a"
5751,"ct_9","CDI","FZ","C","O",1640,23978,"tr_4","13","621e"
5754,"ct_9","CDI","NZ","C","O",1820,14306,"tr_4","13","541c"
5757,"ct_9","CDI","GZ","C","O",776,9438,"tr_1","13","552a"
5758,"ct_8","TTP","NZ","P","O",763,13592,"tr_1","13","681b"
5762,"ct_9","CDI","GZ","C","O",1644,19007,"tr_4","13","652a"
5768,"ct_9","CDI","QA","P","O",1178,28778,"tr_5","13","344d"
5773,"ct_9","CDD","IZ","P","O",191,1791,"tr_4","13","561d"
5774,"ct_9","CDI","QA","C","O",1820,31357,"tr_4","13","432b"
5788,"ct_9","CDI","JC","C","O",1526,30933,"tr_6","92","388a"
5791,"ct_9","CDI","CE","C","O",1826,44416,"tr_6","13","475b"
5796,"ct_9","CDI","NZ","C","O",1279,10139,"tr_4","13","534a"
5800,"ct_2","AUT","OZ","C","O",1515,29020,"tr_6","13","472d"
5814,"ct_9","CDI","HZ","C","O",1877,22290,"tr_4","13","676a"
5815,"ct_9","CDI","JA","C","O",1820,40663,"tr_2","13","388e"
5816,"ct_9","TTP","NZ","C","O",679,7372,"tr_5","13","676c"
5824,"ct_9","CDI","NZ","C","O",2200,39383,"tr_6","13","484a"
5828,"ct_9","CDI","CL","C","O",1820,35411,"tr_6","13","624b"
5829,"ct_9","CDI","NZ","C","O",874,10383,"tr_2","13","684a"
5833,"ct_9","CDD","GZ","C","O",1956,18816,"tr_2","13","477c"
5858,"ct_8","CDI","PZ","C","O",1668,20740,"tr_3","13","341a"
5859,"ct_9","TTP","NZ","P","O",165,3850,"tr_1","13","625c"
5860,"ct_3","CDI","QA","C","O",1820,18296,"tr_5","13","526a"
5866,"ct_9","CDI","MA","C","O",1882,18725,"tr_3","13","543g"
5875,"ct_9","TTP","NZ","C","O",322,8240,"tr_6","13","631a"
5878,"ct_1","AUT","OZ","C","O",1824,19409,"tr_6","13","532c"
5879,"ct_6","TTP","NZ","C","O",966,10192,"tr_1","13","634a"
5880,"ct_1","AUT","PZ","P","X",1352,10553,"tr_6","13","564b"
5881,"ct_9","CDI","CD","C","O",1838,28813,"tr_6","13","628g"
5883,"ct_9","CDI","FZ","C","O",1680,18755,"tr_2","13","671c"
5891,"ct_9","CDI","GZ","C","O",1075,15786,"tr_1","13","462a"
5901,"ct_9","CDI","QA","C","O",1885,24053,"tr_5","13","431f"
5910,"ct_6","CDI","NZ","C","O",1835,15711,"tr_6","69","534a"
5919,"ct_9","CDI","NZ","C","O",1820,29728,"tr_6","13","684a"
5923,"ct_9","CDI","GZ","C","O",1715,16996,"tr_5","13","552a"
5929,"ct_9","CDI","HZ","F","O",459,9267,"tr_6","13","451a"
5931,"ct_9","CDI","GZ","C","O",2038,32453,"tr_4","13","462b"
5935,"ct_6","CDI","NZ","C","O",1916,17319,"tr_6","13","534a"
5940,"ct_9","TTP","NZ","P","O",749,11437,"tr_1","13","555a"
5941,"ct_9","CDI","KZ","C","O",2200,49481,"tr_2","13","462e"
5944,"ct_8","CDI","PZ","C","O",1638,19036,"tr_2","13","423b"
5954,"ct_9","CDI","QB","C","O",2004,18200,"tr_1","13","525d"
5961,"ct_8","CDI","PZ","C","O",1824,29263,"tr_4","13","341a"
5978,"ct_1","AUT","OZ","P","O",1406,22167,"tr_6","13","432b"
5979,"ct_9","CDD","MB","C","O",1819,19251,"tr_5","13","475a"
5986,"ct_9","CDI","CH","C","O",1744,12129,"tr_4","13","673a"
5993,"ct_9","CDI","LZ","P","O",1820,17187,"tr_1","13","542a"
5999,"ct_8","CDI","QB","P","O",1365,41797,"tr_5","13","344d"
6001,"ct_8","CDI","NZ","C","O",1820,23851,"tr_3","13","564a"
6004,"ct_8","CDI","QB","C","O",1708,18559,"tr_2","13","434d"
6007,"ct_9","CDI","IZ","P","O",905,6150,"tr_0","13","643a"
6009,"ct_9","CDI","JB","C","O",758,8280,"tr_1","13","478d"
6014,"ct_9","CDI","QB","C","O",1556,14917,"tr_2","13","526c"
6016,"ct_9","CDI","NZ","C","O",2182,25564,"tr_6","13","478d"
6018,"ct_9","CDI","MC","C","O",1759,14014,"tr_1","13","526b"
6020,"ct_9","CDI","HZ","C","O",1820,33613,"tr_6","92","461b"
6023,"ct_9","CDI","KZ","C","O",2200,51946,"tr_2","13","376c"
6025,"ct_8","CDI","QB","C","O",1820,14682,"tr_3","13","628g"
6041,"ct_8","CDI","RZ","C","O",1819,12299,"tr_1","13","424a"
6042,"ct_9","CDI","GZ","C","O",391,2949,"tr_1","13","554e"
6045,"ct_9","CDI","MC","C","O",1421,13756,"tr_3","69","534a"
6047,"ct_9","CDI","CL","P","O",1681,44341,"tr_6","83","374c"
6052,"ct_9","CDI","MA","C","O",1754,23372,"tr_1","13","621b"
6059,"ct_9","CDI","GZ","C","O",1820,12860,"tr_1","13","553c"
6073,"ct_9","CDI","EZ","C","O",2200,19831,"tr_1","13","684b"
6090,"ct_9","CDI","QA","C","O",1820,12361,"tr_5","13","525d"
6102,"ct_9","CDI","HZ","C","O",1820,22605,"tr_6","13","451a"
6104,"ct_9","CDI","HZ","C","O",1439,13726,"tr_3","13","655a"
6106,"ct_9","CDI","GZ","C","O",1935,25601,"tr_2","13","551a"
6121,"ct_9","CDI","CG","C","O",1834,18380,"tr_3","13","473c"
6123,"ct_9","AUT","JA","C","X",1323,10542,"tr_2","85","543g"
6144,"ct_1","TOA","PZ","P","O",855,6742,"tr_4","13","563b"
6146,"ct_9","CDI","DZ","C","O",1820,26588,"tr_2","13","477b"
6148,"ct_8","CDI","PZ","C","O",1820,31217,"tr_4","13","341a"
6156,"ct_8","CDI","PZ","C","O",1820,39151,"tr_3","13","341a"
6158,"ct_8","CDI","QB","P","O",1487,15010,"tr_1","13","525d"
6159,"ct_9","CDI","GZ","C","O",1820,42751,"tr_1","69","385c"
6160,"ct_9","CDI","RZ","P","O",575,11654,"tr_0","13","424a"
6167,"ct_8","CDI","QB","C","O",1820,26042,"tr_3","13","434a"
6173,"ct_1","CDI","PZ","C","O",1820,33617,"tr_6","13","524b"
6184,"ct_8","CDI","QA","P","O",1366,52537,"tr_3","13","344b"
6185,"ct_8","AUT","JA","P","X",520,3648,"tr_2","13","541c"
6186,"ct_9","TTP","NZ","K","O",1976,22478,"tr_1","13","676c"
6192,"ct_9","CDI","KZ","C","O",1794,27587,"tr_2","13","467c"
6196,"ct_1","AUT","PZ","P","X",944,7757,"tr_5","13","564b"
6198,"ct_6","CDI","FZ","C","O",443,16645,"tr_1","69","542a"
6203,"ct_9","CDI","HZ","C","O",1820,25546,"tr_6","13","451a"
6205,"ct_8","AUT","QB","C","X",1820,13745,"tr_3","13","435b"
6210,"ct_9","CDI","HZ","C","O",1820,25178,"tr_2","13","333c"
6225,"ct_9","CDI","NZ","C","O",1841,17460,"tr_5","13","534a"
6229,"ct_9","CDI","GZ","C","O",2026,18207,"tr_3","13","643a"
6231,"ct_9","CDI","FZ","C","O",477,11835,"tr_5","13","477b"
6232,"ct_8","CDI","QB","P","O",1174,9358,"tr_5","13","563b"
6245,"ct_9","CDI","QB","C","O",1800,17532,"tr_5","13","526a"
6247,"ct_9","CDI","SZ","P","O",1040,7451,"tr_1","13","562b"
6248,"ct_9","CDI","CL","C","O",2200,70357,"tr_6","13","388a"
6249,"ct_9","CDI","HZ","C","O",1599,26726,"tr_4","30","466c"
6268,"ct_9","CDI","HZ","C","O",1820,21801,"tr_2","13","651a"
6278,"ct_9","CDI","QA","P","O",1198,27285,"tr_1","13","542a"
6286,"ct_9","CDI","GZ","C","O",1820,60379,"tr_6","92","374b"
6289,"ct_9","CDI","QB","F","O",242,3003,"tr_4","13","526a"
6297,"ct_7","CDI","TZ","C","O",170,1817,"tr_1","13","563c"
6300,"ct_8","CDI","QB","P","O",247,2982,"tr_3","13","525d"
6303,"ct_9","CDI","FZ","C","O",1785,58962,"tr_2","83","462a"
6307,"ct_5","CDI","RZ","C","O",1820,12031,"tr_3","30","464a"
6309,"ct_9","CDI","GZ","C","O",1818,23515,"tr_4","13","463e"
6318,"ct_9","CDI","QA","C","O",1820,18230,"tr_5","13","526a"
6321,"ct_9","CDI","MA","C","O",1834,40360,"tr_2","13","388a"
6328,"ct_9","CDI","MA","C","O",1487,69638,"tr_6","13","388a"
6331,"ct_9","CDI","GZ","C","O",2004,22386,"tr_5","13","462b"
6335,"ct_9","CDI","HZ","P","O",1109,11892,"tr_6","13","633a"
6339,"ct_8","CDI","QB","P","O",2511,20931,"tr_3","13","563b"
6342,"ct_1","AUT","OZ","C","O",1794,26571,"tr_6","13","431f"
6349,"ct_9","TTP","NZ","C","O",357,11668,"tr_2","13","461b"
6351,"ct_9","CDI","CE","C","O",2200,54225,"tr_6","13","484a"
6360,"ct_2","CDI","RZ","C","O",2022,39360,"tr_5","13","451g"
6365,"ct_9","CDI","RZ","C","O",1910,39007,"tr_2","13","387d"
6373,"ct_9","CDI","JC","C","O",1820,27772,"tr_2","13","544a"
6374,"ct_8","CDI","OZ","C","O",1848,30929,"tr_6","13","434b"
6383,"ct_9","CDI","GZ","P","O",775,10307,"tr_5","75","462e"
6391,"ct_6","CDD","QB","K","O",496,4305,"tr_4","13","525d"
6409,"ct_3","CDI","QA","C","O",1820,61163,"tr_6","13","332b"
6415,"ct_9","CDI","CL","C","O",1820,46331,"tr_6","13","624b"
6418,"ct_8","CDI","PZ","C","O",1820,34747,"tr_4","13","341a"
6427,"ct_9","CDI","IZ","P","O",966,7135,"tr_1","13","561c"
6428,"ct_9","CDI","GZ","P","O",1455,21867,"tr_1","13","543b"
6430,"ct_9","CDI","MA","P","O",1664,47964,"tr_3","13","461e"
6435,"ct_1","AUT","OZ","C","O",1525,24532,"tr_6","13","451h"
6446,"ct_9","CDI","EZ","C","O",2200,30123,"tr_5","13","477d"
6450,"ct_9","TTP","NZ","C","O",1659,13081,"tr_1","13","487a"
6454,"ct_9","AUT","GZ","C","O",1820,24658,"tr_1","13","374a"
6464,"ct_9","CDI","QB","C","O",1847,21609,"tr_3","13","526a"
6465,"ct_9","CDI","CM","C","O",1820,32697,"tr_3","13","474c"
6467,"ct_8","CDI","PZ","C","O",1228,20075,"tr_1","13","423b"
6472,"ct_9","CDI","HZ","C","O",1820,24688,"tr_4","13","451a"
6473,"ct_9","CDI","NZ","P","O",928,11274,"tr_6","75","534a"
6474,"ct_9","CDI","HZ","C","O",1387,17295,"tr_5","13","653a"
6485,"ct_1","AUT","QA","C","O",1820,19426,"tr_5","13","524b"
6501,"ct_9","CDI","HZ","C","O",326,8169,"tr_6","13","521a"
6504,"ct_9","CDI","HZ","C","O",1800,22165,"tr_6","13","521a"
6505,"ct_8","CDI","QB","C","O",1455,17221,"tr_1","13","435b"
6511,"ct_9","CDI","GZ","C","O",1819,12609,"tr_2","13","554e"
6518,"ct_9","CDI","CM","C","O",1121,19848,"tr_1","13","463e"
6522,"ct_8","AUT","RZ","P","X",788,7705,"tr_1","13","543b"
6523,"ct_9","CDI","GZ","P","O",1573,13678,"tr_5","13","551a"
6527,"ct_9","CDI","FZ","C","O",1820,32076,"tr_3","13","462c"
6554,"ct_1","CDI","OZ","P","O",1633,32291,"tr_3","13","333e"
6556,"ct_9","CDI","CI","C","O",1825,44335,"tr_6","13","383a"
6557,"ct_8","CDI","QB","C","O",1820,31460,"tr_5","13","422a"
6562,"ct_6","CDI","QA","C","O",1820,33386,"tr_1","13","542a"
6564,"ct_9","CDI","NZ","C","O",2010,16630,"tr_1","13","541d"
6566,"ct_9","CDI","IZ","P","O",1425,11871,"tr_3","13","423b"
6568,"ct_8","CDI","QA","C","O",1869,43571,"tr_6","13","344a"
6569,"ct_9","CDI","GZ","C","O",1819,12111,"tr_2","13","542a"
6575,"ct_8","CDI","QB","C","O",1790,21741,"tr_3","13","526a"
6577,"ct_9","CDI","MC","C","O",1819,15374,"tr_1","13","464b"
6578,"ct_6","CDI","QB","C","O",1804,29538,"tr_3","13","431d"
6583,"ct_9","CDI","HZ","C","O",1814,20725,"tr_3","13","451a"
6586,"ct_8","CDI","QB","C","O",1799,18297,"tr_4","13","525d"
6587,"ct_1","CDI","OZ","P","O",1455,22454,"tr_3","13","451e"
6593,"ct_9","CDI","FZ","C","O",1820,51930,"tr_2","13","373c"
6594,"ct_8","CDI","OZ","C","O",1764,54774,"tr_3","13","372b"
6602,"ct_9","CDD","HZ","C","O",1992,19163,"tr_5","13","652a"
6606,"ct_9","CDI","CE","P","O",910,28849,"tr_6","68","463c"
6607,"ct_9","CDI","KZ","C","O",2042,44441,"tr_2","83","376d"
6610,"ct_9","CDI","NZ","C","O",311,2048,"tr_5","13","684a"
6616,"ct_9","TTP","NZ","C","O",1876,21512,"tr_1","13","624g"
6617,"ct_9","CDI","GZ","C","O",1410,15037,"tr_1","13","433d"
6620,"ct_9","CDI","JC","C","O",1810,33356,"tr_5","13","388a"
6624,"ct_9","CDI","HZ","C","O",1910,20361,"tr_5","84","641b"
6630,"ct_9","CDI","HZ","C","O",1820,32855,"tr_6","13","374c"
6640,"ct_9","CDI","NZ","P","O",1335,32575,"tr_6","92","389a"
6643,"ct_9","TTP","NZ","C","O",1017,8906,"tr_2","13","676c"
6647,"ct_9","CDI","IZ","P","O",1295,10776,"tr_1","13","561d"
6658,"ct_9","CDI","NZ","C","O",1820,27914,"tr_6","13","534a"
6660,"ct_9","CDI","GZ","C","O",2011,21588,"tr_3","13","486d"
6666,"ct_2","CDI","RZ","C","O",1871,31880,"tr_5","13","451g"
6670,"ct_9","CDI","JC","C","O",2054,27250,"tr_4","34","388b"
6673,"ct_9","CDI","FZ","C","O",1820,21361,"tr_3","13","472c"
6679,"ct_9","CDI","KZ","C","O",2064,33471,"tr_1","30","467c"
6683,"ct_9","CDI","JA","C","O",1828,38854,"tr_5","13","353c"
6686,"ct_8","CDI","RZ","C","O",1455,24478,"tr_4","13","354e"
6688,"ct_9","CDI","GZ","C","O",2003,23249,"tr_1","13","462c"
6690,"ct_9","CDI","GZ","C","O",2028,20296,"tr_1","13","465a"
6698,"ct_8","CDI","QB","C","O",1820,28337,"tr_4","13","432d"
6703,"ct_9","CDI","QB","P","O",1404,14911,"tr_2","13","526a"
6705,"ct_9","CDI","CE","C","O",1516,25247,"tr_4","13","625c"
6708,"ct_8","CDI","PZ","P","O",1428,10164,"tr_3","13","525a"
6711,"ct_7","CDI","TZ","C","O",476,11770,"tr_1","13","563c"
6719,"ct_8","CDI","RZ","P","O",300,2578,"tr_1","13","435b"
6731,"ct_6","TOA","RZ","F","O",444,33264,"tr_1","13","354b"
6744,"ct_9","CDI","IZ","C","O",1771,16746,"tr_1","13","631a"
6751,"ct_9","CDI","EZ","C","O",1813,24333,"tr_6","13","463c"
6755,"ct_9","CDI","QA","C","O",1820,17254,"tr_4","13","526a"
6756,"ct_9","CDI","PZ","C","O",2200,41043,"tr_5","13","372d"
6765,"ct_6","CDI","QB","C","O",1976,25895,"tr_3","92","461e"
6791,"ct_9","CDI","GZ","C","O",1438,18989,"tr_4","13","554e"
6793,"ct_9","CDI","CH","C","O",1835,39418,"tr_1","13","384c"
6799,"ct_8","CDI","RZ","C","O",1407,13289,"tr_4","13","541b"
6801,"ct_9","CDI","LZ","C","O",1820,25036,"tr_3","13","461e"
6806,"ct_8","CDI","QB","P","O",1512,16183,"tr_1","13","526a"
6807,"ct_9","CDI","GZ","C","O",1820,20552,"tr_1","13","433d"
6812,"ct_8","CDI","RZ","C","O",1804,23137,"tr_4","13","464a"
6817,"ct_6","CDI","FZ","C","O",1865,18509,"tr_1","83","632g"
6819,"ct_8","CDI","QB","C","X",1806,10067,"tr_2","13","675b"
6832,"ct_9","CDI","MA","C","O",988,49211,"tr_1","13","373d"
6846,"ct_9","CDI","MA","C","O",1827,25306,"tr_5","13","461d"
6847,"ct_8","CDI","QA","P","O",606,9070,"tr_6","13","431f"
6848,"ct_9","TTP","NZ","C","O",1750,24581,"tr_5","13","623g"
6849,"ct_9","CDI","IZ","P","O",808,10245,"tr_1","13","636d"
6855,"ct_8","CDI","QB","C","O",1956,18750,"tr_4","13","434e"
6867,"ct_9","CDI","QA","C","O",1955,50663,"tr_5","13","526b"
6870,"ct_9","CDI","NZ","C","O",2200,56664,"tr_6","91","374b"
6873,"ct_9","CDI","QA","C","O",1810,21374,"tr_6","13","526a"
6875,"ct_9","CDI","GZ","C","O",1820,14339,"tr_4","06","462e"
6877,"ct_9","CDI","NZ","C","O",311,2283,"tr_5","13","684a"
6878,"ct_5","CDI","LZ","C","O",1769,16105,"tr_6","13","564a"
6896,"ct_9","CDI","GZ","C","O",1565,14192,"tr_1","13","433c"
6900,"ct_9","TOA","HZ","F","O",464,5611,"tr_5","13","642b"
6902,"ct_9","CDI","QB","P","O",725,4220,"tr_4","13","525d"
6908,"ct_9","CDI","JC","C","O",1820,19608,"tr_1","13","463a"
6911,"ct_8","CDI","NZ","C","O",1820,19512,"tr_1","13","564a"
6916,"ct_9","CDI","GZ","C","O",2188,19767,"tr_1","13","554f"
6918,"ct_9","CDI","HZ","P","O",474,4158,"tr_1","13","641a"
6927,"ct_8","CDI","NZ","P","O",823,9211,"tr_3","13","563b"
6928,"ct_8","CDI","QB","F","O",380,5551,"tr_4","13","526a"
6937,"ct_6","CDI","GZ","C","O",2059,24358,"tr_3","13","462b"
6940,"ct_9","CDI","GZ","C","O",1710,26315,"tr_1","13","462b"
6941,"ct_9","CDI","CG","P","O",1440,13602,"tr_6","13","477a"
6945,"ct_2","CDI","RZ","C","O",1871,31863,"tr_5","13","451g"
6946,"ct_9","TTP","NZ","C","O",1017,8241,"tr_2","13","676c"
6947,"ct_9","CDI","HZ","C","O",1820,26643,"tr_4","31","477a"
6960,"ct_9","CDI","HZ","C","O",1820,26250,"tr_6","13","451a"
6961,"ct_9","CDI","GZ","P","O",1628,19482,"tr_6","13","554g"
6969,"ct_8","AUT","QB","P","X",835,7190,"tr_2","13","685a"
6971,"ct_9","CDI","FZ","C","O",1052,23546,"tr_1","13","542a"
6976,"ct_8","CDD","QB","P","O",1306,11647,"tr_4","13","684a"
6979,"ct_5","CDI","HZ","C","O",1820,28250,"tr_3","13","632k"
6982,"ct_9","CDI","GZ","P","O",1487,13657,"tr_2","13","551a"
6983,"ct_2","CDI","OZ","C","O",1820,127261,"tr_6","13","332b"
6993,"ct_9","CDI","MA","C","O",2822,53126,"tr_5","13","374b"
6998,"ct_2","AUT","OZ","C","O",2208,25781,"tr_6","13","621f"
7003,"ct_9","CDI","QB","F","O",477,5544,"tr_3","13","525d"
7006,"ct_3","AUT","QA","C","O",1823,3771,"tr_6","13","344c"
7007,"ct_9","CDI","MA","C","O",1760,19027,"tr_2","13","461c"
7030,"ct_9","CDI","HZ","C","O",1820,34045,"tr_6","13","623a"
7031,"ct_9","CDI","GZ","C","O",1805,20565,"tr_3","13","554e"
7033,"ct_9","CDI","HZ","C","O",1820,31294,"tr_6","13","333c"
7040,"ct_9","CDI","KZ","C","O",2200,59795,"tr_1","13","372b"
7044,"ct_9","CDI","FZ","P","O",1427,27645,"tr_5","13","472c"
7048,"ct_7","CDI","TZ","C","O",2086,18074,"tr_1","13","563c"
7050,"ct_8","CDI","QB","C","O",1820,18108,"tr_4","13","632k"
7054,"ct_9","TOA","QB","P","O",788,10855,"tr_3","13","563b"
7057,"ct_7","CDI","TZ","C","O",1521,13670,"tr_1","13","563c"
7061,"ct_1","AUT","OZ","C","O",1824,19702,"tr_6","13","532c"
7069,"ct_8","AUT","SZ","P","X",450,4084,"tr_4","13","684b"
7071,"ct_8","CDI","QB","C","O",2200,30428,"tr_5","93","435b"
7073,"ct_1","CDI","OZ","C","O",1818,31810,"tr_5","13","461f"
7074,"ct_8","CDI","PZ","C","O",1820,24236,"tr_3","13","422b"
7075,"ct_9","CDI","NZ","C","O",1820,18204,"tr_6","13","486e"
7078,"ct_9","CDI","GZ","C","O",2200,51966,"tr_4","13","634c"
