"unique_id","insee","is_student","current_age","Activity_type","sex","household_type","JOB_42","highest_diploma","target"
30892,"37062",FALSE,52,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-5",62.308
30893,"37062",FALSE,37,"type|1|2","Male","TYPEM4-4","csp_6_7","edu3",60.2928
30894,"37062",FALSE,39,"type|1|1","Male","TYPEM4-1","csp_2_1","edu1-3",66.8742
30895,"37063",FALSE,70,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-7",65.047
30896,"37063",FALSE,69,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-1",58.1037
30897,"37063",FALSE,76,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-3",56.8727
30898,"37063",FALSE,62,"type|1|1","Male","TYPEM1-1","csp_1_1","edu2",64.3979
30899,"37063",FALSE,60,"type|1|1","Female","TYPEM4-3","csp_2_3","edu1-4",60.4424
30900,"37063",FALSE,27,"type|1|1","Male","TYPEM3-2","csp_5_2","edu3",39.0623
30901,"37063",FALSE,53,"type|1|1","Male","TYPEM4-1","csp_3_7","edu1-7",95.152
30904,"37063",FALSE,61,"type|2|5","Male","TYPEM4-3","csp_8_5","edu1-6",73.4435
30905,"37064",FALSE,40,"type|1|1","Male","TYPEM4-1","csp_3_7","edu1-8",68.9996
30906,"37064",FALSE,83,"type|2|1","Female","TYPEM4-4","csp_7_1","edu1-2",62.6394
30909,"37068",FALSE,92,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-1",64.7637
30910,"37068",FALSE,57,"type|1|1","Male","TYPEM4-2","csp_6_4","edu2",71.0093
30911,"37070",FALSE,86,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-2",59.6695
30912,"37072",FALSE,50,"type|1|1","Female","TYPEM4-1","csp_1_3","edu1-6",34.0154
30914,"37072",FALSE,41,"type|1|1","Female","TYPEM3-2","csp_5_4","edu1-6",49.1514
30915,"37072",FALSE,33,"type|1|1","Male","TYPEM4-1","csp_4_5","edu1-4",80.9403
30917,"37072",FALSE,73,"type|2|1","Female","TYPEM1-2","csp_7_8","edu2",59.929
30921,"37072",TRUE,18,"type|2|2","Female","TYPEM3-2","csp_8_4","edu1-2",80.7804
30923,"37072",FALSE,26,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-5",59.1015
30924,"37072",FALSE,57,"type|1|1","Male","TYPEM4-1","csp_6_2","edu2",65.607
30925,"37072",FALSE,25,"type|1|1","Female","TYPEM3-2","csp_3_7","edu1-7",54.3443
30926,"37072",FALSE,37,"type|1|1","Male","TYPEM4-2","csp_2_1","edu1-6",61.8898
30928,"37074",FALSE,54,"type|1|2","Male","TYPEM1-1","csp_2_1","edu1-4",84.8536
30930,"37075",FALSE,49,"type|1|1","Female","TYPEM1-2","csp_4_6","edu1-6",64.218
30932,"37077",FALSE,76,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1",62.8229
30936,"37077",FALSE,78,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",60.1597
30943,"37079",FALSE,52,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-3",64.6756
30946,"37081",FALSE,56,"type|1|2","Male","TYPEM4-4","csp_6_3","edu1-3",70.6568
30947,"37081",FALSE,43,"type|2|5","Female","TYPEM3-2","csp_8_5","edu1-5",58.0004
30949,"37082",FALSE,72,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",60.4881
30950,"37083",TRUE,64,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-5",69.4786
30951,"37083",FALSE,82,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",60.2419
30953,"37088",FALSE,38,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-5",63.6546
30957,"37092",TRUE,17,"type|2|2","Female","TYPEM4-2","csp_8_4","edu1-2",83.7247
30959,"37093",FALSE,88,"type|2|1","Female","TYPEM1-2","csp_7_7","edu3",54.6745
30960,"37094",TRUE,19,"type|1|1","Female","TYPEM1-2","csp_5_5","edu1-5",56.3904
30962,"37097",FALSE,58,"type|1|1","Male","TYPEM1-1","csp_6_4","edu1-3",64.4925
30963,"37098",FALSE,70,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1",66.0211
30964,"37100",FALSE,71,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-1",68.3481
30965,"37104",FALSE,65,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",60.4286
30966,"37104",FALSE,26,"type|1|2","Male","TYPEM4-4","csp_5_3","edu1-4",68.0743
30968,"37104",FALSE,37,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-3",62.5767
30969,"37104",FALSE,56,"type|1|1","Male","TYPEM3-2","csp_6_8","edu1-3",67.2547
30970,"37104",FALSE,87,"type|2|1","Male","TYPEM1-1","csp_7_1","edu1-1",68.9933
30971,"37104",FALSE,68,"type|2|1","Male","TYPEM4-2","csp_7_7","edu1-4",66.3296
30974,"37104",FALSE,19,"type|1|1","Male","TYPEM4-2","csp_6_7","edu1-3",44.8458
30975,"37104",FALSE,83,"type|2|1","Female","TYPEM4-4","csp_7_1","edu1-1",62.6045
30978,"37108",FALSE,27,"type|1|1","Male","TYPEM2-0","csp_5_5","edu1-3",37.4812
30979,"37108",FALSE,32,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-4",64.5551
30980,"37109",FALSE,28,"type|1|1","Male","TYPEM1-1","csp_5_6","edu1-3",49.2
30982,"37109",FALSE,23,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-3",59.8236
30983,"37109",FALSE,61,"type|1|1","Male","TYPEM3-2","csp_1_1","edu1-3",46.7456
30986,"37109",FALSE,85,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-1",66.656
30988,"37109",FALSE,74,"type|2|1","Female","TYPEM1-2","csp_7_7","edu2",61.7932
30989,"37109",FALSE,34,"type|1|1","Male","TYPEM4-1","csp_5_2","edu1-5",58.7706
30990,"37109",FALSE,90,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-5",58.9872
30991,"37109",FALSE,73,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-6",65.2384
30993,"37109",TRUE,16,"type|2|2","Male","TYPEM3-1","csp_8_4","edu1-2",92.5173
30994,"37109",FALSE,60,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-3",60.3924
30995,"37109",FALSE,61,"type|1|1","Female","TYPEM4-1","csp_6_8","edu1-3",53.1037
31002,"37118",FALSE,53,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-6",57.5345
31003,"37118",FALSE,31,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-8",55.4927
31006,"37119",TRUE,19,"type|2|2","Female","TYPEM4-4","csp_8_4","edu1-3",80.0036
31013,"37122",TRUE,17,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-2",91.7186
31015,"37122",FALSE,52,"type|1|1","Female","TYPEM3-2","csp_5_6","edu1-3",55.3941
31016,"37122",TRUE,25,"type|1|2","Female","TYPEM1-2","csp_5_6","edu1-7",76.9145
31017,"37122",TRUE,17,"type|1|1","Male","TYPEM3-2","csp_6_8","edu1-3",66.6291
31018,"37122",FALSE,51,"type|1|1","Male","TYPEM4-1","csp_5_2","edu1-6",75.0941
31020,"37122",TRUE,16,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-2",92.1966
31025,"37122",FALSE,33,"type|1|1","Female","TYPEM4-1","csp_3_3","edu1-7",70.1442
31026,"37122",FALSE,48,"type|1|1","Male","TYPEM2-0","csp_6_3","edu1-3",53.7182
31028,"37122",FALSE,78,"type|2|1","Male","TYPEM1-1","csp_7_8","edu3",61.4146
31030,"37122",FALSE,32,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-4",68.5437
31031,"37122",FALSE,31,"type|1|1","Female","TYPEM1-2","csp_4_5","edu1-4",76.0985
31032,"37122",FALSE,33,"type|1|1","Male","TYPEM4-1","csp_3_7","edu1-4",69.2918
31033,"37122",FALSE,34,"type|2|5","Male","TYPEM4-3","csp_8_5","edu2",65.3127
31034,"37122",FALSE,84,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-4",68.1417
31040,"37122",FALSE,62,"type|1|1","Female","TYPEM4-3","csp_5_2","edu1-3",51.7948
31041,"37122",FALSE,59,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-4",68.6907
31043,"37122",FALSE,57,"type|1|1","Female","TYPEM4-3","csp_4_8","edu3",61.1936
31049,"37122",FALSE,20,"type|1|1","Male","TYPEM4-2","csp_4_2","edu1-5",84.1167
31054,"37122",FALSE,71,"type|2|1","Male","TYPEM1-1","csp_7_8","edu3",63.2725
31055,"37122",FALSE,42,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-6",57.1845
31060,"37123",FALSE,59,"type|1|1","Male","TYPEM1-1","csp_5_3","edu1-3",58.6709
31062,"37123",FALSE,31,"type|1|1","Male","TYPEM4-1","csp_6_9","edu1-5",69.4514
31063,"37123",FALSE,41,"type|1|2","Female","TYPEM4-4","csp_8_1","edu3",54.2343
31065,"37124",FALSE,75,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",58.2627
31066,"37124",FALSE,78,"type|2|1","Female","TYPEM4-4","csp_7_2","edu2",73.874
31067,"37124",FALSE,55,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-5",65.6844
31068,"37124",FALSE,68,"type|2|1","Female","TYPEM4-4","csp_7_1","edu1-1",60.5601
31069,"37125",FALSE,88,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-1",66.6386
31070,"37128",TRUE,20,"type|1|1","Male","TYPEM4-2","csp_6_3","edu1-3",69.4436
31072,"37129",FALSE,60,"type|2|1","Female","TYPEM4-2","csp_7_7","edu1-4",60.7847
31073,"37129",TRUE,21,"type|1|2","Male","TYPEM4-2","csp_8_1","edu3",68.4137
31076,"37130",FALSE,46,"type|2|5","Male","TYPEM4-3","csp_8_5","edu2",68.9104
31077,"37130",FALSE,66,"type|2|1","Male","TYPEM4-3","csp_7_5","edu1-7",70.0626
31078,"37130",FALSE,56,"type|1|1","Female","TYPEM4-1","csp_6_5","edu3",60.8233
31079,"37130",FALSE,34,"type|1|1","Male","TYPEM1-1","csp_5_4","edu1-8",54.563
31080,"37131",FALSE,47,"type|1|1","Female","TYPEM4-1","csp_6_7","edu1-3",41.5459
31086,"37132",FALSE,64,"type|2|1","Male","TYPEM4-3","csp_7_2","edu1-3",60.5789
31089,"37132",FALSE,54,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-3",61.3726
31090,"37132",FALSE,48,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-6",44.2545
31091,"37132",FALSE,76,"type|2|1","Female","TYPEM1-2","csp_7_8","edu1-3",52.6432
31099,"37139",FALSE,82,"type|2|1","Female","TYPEM4-4","csp_7_4","edu1-2",60.4661
31100,"37139",FALSE,36,"type|1|1","Female","TYPEM3-2","csp_5_4","edu1-6",67.5495
31101,"37139",FALSE,49,"type|1|1","Male","TYPEM4-1","csp_5_3","edu1-6",60.452
31105,"37139",FALSE,80,"type|2|1","Female","TYPEM4-4","csp_7_8","edu3",54.3337
31106,"37143",FALSE,69,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-6",65.0863
31107,"37143",FALSE,61,"type|2|1","Female","TYPEM1-2","csp_7_7","edu2",64.8029
31108,"37143",FALSE,69,"type|2|1","Male","TYPEM4-4","csp_7_7","edu1-3",62.767
31109,"37144",FALSE,22,"type|2|5","Male","TYPEM4-3","csp_8_5","edu1-3",57.5582
31112,"37148",TRUE,18,"type|2|2","Male","TYPEM4-2","csp_8_4","edu1-2",87.5433
31114,"37150",FALSE,38,"type|1|1","Female","TYPEM4-1","csp_6_7","edu3",45.1175
31116,"37150",FALSE,61,"type|1|1","Female","TYPEM4-1","csp_6_7","edu1-2",53.2999
31118,"37151",FALSE,45,"type|1|1","Female","TYPEM4-3","csp_4_3","edu1-7",60.2679
31119,"37151",FALSE,40,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-5",57.7898
31121,"37151",TRUE,17,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",94.4145
31122,"37151",FALSE,37,"type|1|1","Female","TYPEM4-1","csp_3_7","edu1-5",59.3595
31124,"37152",FALSE,20,"type|1|1","Male","TYPEM4-1","csp_5_3","edu1-5",79.33
31125,"37153",TRUE,17,"type|2|2","Female","TYPEM4-1","csp_8_5","edu3",78.8737
31126,"37153",FALSE,82,"type|2|1","Female","TYPEM1-2","csp_7_8","edu1-1",56.3094
31128,"37153",FALSE,34,"type|1|1","Male","TYPEM4-1","csp_6_4","edu1-2",54.2715
31131,"37154",FALSE,96,"type|2|1","Female","TYPEM4-1","csp_7_7","edu1-3",61.6753
31132,"37154",FALSE,46,"type|1|1","Male","TYPEM4-2","csp_6_5","edu3",47.592
31133,"37154",TRUE,18,"type|2|2","Female","TYPEM3-2","csp_8_4","edu3",72.506
31135,"37155",FALSE,40,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-6",71.3458
31138,"37156",FALSE,74,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",60.2365
31139,"37156",FALSE,59,"type|1|1","Male","TYPEM1-1","csp_6_2","edu2",77.3363
31140,"37156",FALSE,74,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-4",64.0474
31144,"37156",FALSE,28,"type|1|1","Female","TYPEM4-1","csp_3_3","edu1-7",80.7967
31145,"37156",FALSE,48,"type|1|1","Female","TYPEM4-1","csp_5_5","edu1-3",45.1313
31149,"37156",FALSE,26,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-7",76.5352
31152,"37159",FALSE,31,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-3",59.5928
31153,"37159",FALSE,86,"type|2|1","Female","TYPEM4-1","csp_7_8","edu1-3",60.1355
31156,"37159",TRUE,19,"type|2|2","Male","TYPEM3-2","csp_8_4","edu1-4",96.7513
31157,"37159",TRUE,20,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-2",89.9938
31162,"37159",FALSE,49,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-5",63.5105
31165,"37161",FALSE,54,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",60.2205
31167,"37163",FALSE,77,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-3",53.2683
31168,"37163",FALSE,96,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-1",58.3534
31169,"37163",FALSE,68,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",58.121
31170,"37166",FALSE,67,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",53.435
31172,"37167",FALSE,45,"type|1|1","Male","TYPEM4-1","csp_3_8","edu1-6",83.166
31173,"37167",FALSE,70,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-2",64.7654
31174,"37167",FALSE,78,"type|2|1","Male","TYPEM4-4","csp_7_7","edu2",75.8384
31175,"37167",FALSE,61,"type|2|1","Male","TYPEM4-4","csp_7_4","edu1-3",60.8341
31176,"37167",FALSE,22,"type|1|2","Female","TYPEM4-1","csp_5_2","edu1-3",56.3592
31179,"37171",FALSE,63,"type|1|1","Male","TYPEM4-2","csp_4_6","edu1-3",57.0595
31180,"37171",FALSE,56,"type|2|5","Male","TYPEM1-1","csp_8_5","edu1-3",66.5194
31181,"37171",FALSE,68,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-5",59.7715
31182,"37172",FALSE,37,"type|1|1","Male","TYPEM4-1","csp_4_6","edu1-5",74.5742
31184,"37172",FALSE,66,"type|2|1","Female","TYPEM3-2","csp_7_7","edu1-1",54.0724
31186,"37172",FALSE,81,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-3",53.5897
31190,"37172",FALSE,31,"type|1|1","Female","TYPEM4-1","csp_3_1","edu1-8",70.8577
31192,"37172",FALSE,45,"type|1|1","Female","TYPEM4-1","csp_6_8","edu2",61.9168
31193,"37174",FALSE,62,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-3",57.9907
31194,"37176",FALSE,52,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-6",59.5366
31195,"37176",FALSE,51,"type|1|1","Male","TYPEM4-2","csp_2_1","edu1-3",66.5044
31197,"37177",FALSE,81,"type|2|1","Male","TYPEM4-1","csp_7_7","edu3",62.2562
31198,"37177",FALSE,67,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1-6",60.7986
31200,"37179",FALSE,68,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-4",59.7451
31204,"37179",FALSE,51,"type|1|1","Female","TYPEM4-1","csp_4_5","edu1-6",72.9883
31207,"37179",FALSE,28,"type|1|1","Female","TYPEM4-1","csp_4_5","edu1-9",69.232
31208,"37180",FALSE,49,"type|1|1","Male","TYPEM4-1","csp_5_2","edu1-3",50.9896
31211,"37183",FALSE,67,"type|2|1","Male","TYPEM4-4","csp_7_8","edu2",68.5651
31212,"37185",FALSE,62,"type|2|5","Male","TYPEM4-4","csp_8_6","edu1-3",59.3241
31213,"37185",FALSE,41,"type|1|1","Male","TYPEM4-1","csp_6_2","edu1-3",55.9295
31216,"37185",FALSE,38,"type|1|2","Female","TYPEM3-2","csp_5_6","edu1-6",52.7384
31217,"37186",FALSE,27,"type|2|5","Male","TYPEM4-3","csp_8_5","edu1-4",71.039
31219,"37188",FALSE,72,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-3",56.5513
31220,"37189",FALSE,34,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-7",68.1712
31221,"37191",FALSE,67,"type|2|1","Male","TYPEM4-3","csp_7_5","edu1-3",53.6582
31225,"37195",FALSE,65,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-4",63.0899
31232,"37195",FALSE,41,"type|1|2","Female","TYPEM4-2","csp_5_6","edu1-3",56.3775
31234,"37195",FALSE,39,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-6",68.2923
31236,"37195",FALSE,23,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-3",59.314
31237,"37195",FALSE,69,"type|2|1","Female","TYPEM1-2","csp_7_4","edu1-3",52.5008
31239,"37196",FALSE,50,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-3",51.7326
31240,"37196",FALSE,22,"type|1|1","Male","TYPEM4-1","csp_6_3","edu3",68.934
31242,"37197",FALSE,58,"type|1|2","Male","TYPEM1-1","csp_6_3","edu1-3",76.4093
31245,"37203",TRUE,27,"type|1|1","Female","TYPEM2-0","csp_3_4","edu1-8",87.1502
31246,"37203",FALSE,48,"type|1|2","Male","TYPEM4-1","csp_6_9","edu2",64.174
31247,"37204",FALSE,83,"type|2|1","Male","TYPEM1-1","csp_7_7","edu1-1",66.3315
31248,"37205",FALSE,37,"type|1|2","Male","TYPEM1-1","csp_6_4","edu1-3",67.7782
31249,"37205",FALSE,54,"type|1|1","Female","TYPEM4-1","csp_5_2","edu3",48.3066
31252,"37206",FALSE,41,"type|1|1","Male","TYPEM4-1","csp_5_3","edu1-6",65.2891
31253,"37206",TRUE,22,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-2",90.0126
31254,"37208",FALSE,43,"type|1|1","Male","TYPEM4-1","csp_4_3","edu1-4",82.2122
31255,"37208",FALSE,26,"type|1|1","Male","TYPEM4-1","csp_2_2","edu1-7",82.2768
31257,"37208",FALSE,68,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-3",54.7051
31259,"37208",TRUE,15,"type|2|2","Female","TYPEM3-2","csp_8_4","edu1-2",85.3512
31261,"37208",FALSE,46,"type|1|1","Female","TYPEM4-1","csp_6_7","edu3",56.1362
31262,"37208",FALSE,26,"type|1|2","Female","TYPEM3-2","csp_5_5","edu1-6",52.7881
31263,"37208",FALSE,67,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-3",67.1371
31265,"37208",FALSE,25,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-6",79.5701
31272,"37211",FALSE,67,"type|2|1","Female","TYPEM3-2","csp_7_7","edu1-3",55.1749
31275,"37214",FALSE,26,"type|1|1","Female","TYPEM4-1","csp_6_4","edu1-3",56.3792
31277,"37214",FALSE,36,"type|1|1","Female","TYPEM4-1","csp_3_4","edu1-7",72.8956
31278,"37214",TRUE,15,"type|2|2","Male","TYPEM3-2","csp_8_5","edu3",81.1206
31279,"37214",FALSE,16,"type|2|2","Male","TYPEM4-1","csp_8_5","edu3",73.1666
31280,"37214",FALSE,46,"type|1|1","Female","TYPEM4-1","csp_6_2","edu1-3",52.7528
31281,"37214",FALSE,63,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-2",57.4005
31285,"37214",FALSE,34,"type|1|1","Male","TYPEM3-1","csp_4_3","edu1-7",60.4763
31288,"37214",TRUE,16,"type|2|2","Female","TYPEM4-4","csp_8_4","edu3",71.6681
31289,"37214",FALSE,43,"type|1|1","Male","TYPEM4-1","csp_4_7","edu1-5",68.5326
31291,"37214",FALSE,59,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-4",73.5677
31295,"37214",FALSE,46,"type|1|1","Female","TYPEM4-3","csp_4_6","edu1-7",50.3211
31296,"37214",FALSE,67,"type|2|4","Female","TYPEM4-4","csp_8_6","edu1",65.8352
31302,"37217",FALSE,58,"type|1|1","Male","TYPEM4-1","csp_6_2","edu3",58.4007
31303,"37218",TRUE,20,"type|2|2","Male","TYPEM4-3","csp_8_4","edu1-3",86.1721
31305,"37219",FALSE,32,"type|1|1","Female","TYPEM1-2","csp_5_4","edu1-7",59.9172
31306,"37221",FALSE,69,"type|2|1","Male","TYPEM4-4","csp_7_5","edu1-5",63.5481
31308,"37221",FALSE,53,"type|1|2","Male","TYPEM4-4","csp_6_3","edu1-3",70.3725
31309,"37222",FALSE,69,"type|2|1","Female","TYPEM4-4","csp_7_2","edu1-3",59.7015
31310,"37222",FALSE,64,"type|1|1","Male","TYPEM4-1","csp_4_2","edu1-8",88.1663
31311,"37223",FALSE,58,"type|1|2","Male","TYPEM1-1","csp_2_2","edu1-6",78.5996
31314,"37224",TRUE,19,"type|2|2","Female","TYPEM4-1","csp_8_4","edu1-2",90.257
31316,"37225",FALSE,62,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",60.433
31324,"37227",FALSE,42,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-5",82.2123
31326,"37228",FALSE,23,"type|1|1","Female","TYPEM1-2","csp_6_7","edu1-5",47.5518
31327,"37231",FALSE,27,"type|1|2","Male","TYPEM4-4","csp_6_7","edu1-4",69.9172
31331,"37233",FALSE,66,"type|2|1","Male","TYPEM4-3","csp_7_8","edu1-3",59.0714
31333,"37233",FALSE,32,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-3",62.414
31334,"37233",FALSE,24,"type|1|1","Female","TYPEM4-1","csp_4_5","edu1-7",86.8714
31336,"37233",FALSE,82,"type|2|1","Female","TYPEM3-2","csp_7_8","edu1",63.9922
31337,"37233",FALSE,86,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1-1",68.1656
31338,"37233",FALSE,61,"type|2|1","Female","TYPEM4-4","csp_7_7","edu2",63.2816
31339,"37233",FALSE,67,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-6",58.8197
31340,"37233",FALSE,25,"type|1|1","Female","TYPEM3-2","csp_4_3","edu1-8",58.6125
31343,"37233",FALSE,53,"type|1|1","Male","TYPEM4-2","csp_6_7","edu3",46.0061
31344,"37233",FALSE,49,"type|1|1","Male","TYPEM4-2","csp_6_4","edu3",52.6942
31345,"37233",FALSE,35,"type|1|2","Female","TYPEM4-2","csp_4_7","edu1-6",61.6025
31346,"37233",TRUE,15,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",97.2583
31348,"37237",FALSE,93,"type|2|1","Female","TYPEM1-2","csp_7_7","edu1",65.8677
31349,"37237",FALSE,30,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-7",78.8873
31350,"37237",FALSE,54,"type|1|1","Female","TYPEM1-2","csp_4_6","edu1-7",71.2401
31354,"37241",FALSE,30,"type|1|1","Female","TYPEM3-2","csp_5_5","edu1-4",39.0726
31355,"37241",FALSE,79,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1",68.6137
31356,"37242",FALSE,69,"type|2|1","Female","TYPEM4-4","csp_7_5","edu1-8",55.4485
31358,"37243",FALSE,41,"type|1|1","Female","TYPEM4-1","csp_4_6","edu1-4",62.863
31359,"37243",FALSE,53,"type|1|1","Male","TYPEM4-2","csp_5_4","edu1-7",72.6639
31360,"37243",FALSE,38,"type|1|2","Male","TYPEM4-3","csp_6_5","edu1-5",63.0636
31362,"37244",FALSE,59,"type|1|1","Female","TYPEM1-2","csp_5_4","edu1-3",54.3519
31364,"37245",FALSE,86,"type|2|1","Female","TYPEM1-2","csp_7_7","edu2",63.5026
31368,"37247",TRUE,26,"type|2|2","Male","TYPEM1-1","csp_8_4","edu1-4",97.0711
31370,"37248",FALSE,71,"type|2|1","Male","TYPEM1-1","csp_7_2","edu1-3",73.5579
31372,"37249",FALSE,47,"type|1|1","Male","TYPEM4-2","csp_6_2","edu1-3",50.1248
31373,"37249",TRUE,31,"type|1|1","Female","TYPEM4-1","csp_3_1","edu1-8",87.8249
31375,"37249",FALSE,58,"type|1|1","Male","TYPEM1-1","csp_2_1","edu1-1",67.909
31376,"37249",FALSE,25,"type|1|1","Female","TYPEM1-2","csp_4_6","edu1-7",67.7891
31377,"37249",FALSE,33,"type|1|1","Female","TYPEM3-2","csp_4_6","edu1-5",55.9863
31378,"37249",FALSE,83,"type|2|1","Female","TYPEM3-2","csp_7_2","edu1-1",62.7189
31379,"37250",FALSE,72,"type|2|1","Male","TYPEM1-1","csp_7_8","edu1",70.4551
31382,"37252",FALSE,69,"type|1|1","Female","TYPEM4-1","csp_4_3","edu1-1",65.7274
31384,"37254",FALSE,76,"type|2|1","Female","TYPEM1-2","csp_7_5","edu1-6",58.9463
31387,"37255",FALSE,45,"type|1|1","Male","TYPEM4-1","csp_3_8","edu1-7",77.1846
31388,"37256",FALSE,37,"type|1|1","Female","TYPEM4-1","csp_5_4","edu1-3",49.6013
31389,"37257",TRUE,19,"type|2|2","Male","TYPEM4-1","csp_8_4","edu1-2",95.0512
31391,"37257",FALSE,57,"type|1|1","Female","TYPEM4-1","csp_5_2","edu1-2",46.2023
31392,"37257",FALSE,54,"type|1|1","Male","TYPEM4-1","csp_2_1","edu1-3",69.3694
31393,"37257",FALSE,53,"type|1|2","Male","TYPEM1-1","csp_6_3","edu2",79.509
31399,"37261",FALSE,28,"type|1|1","Male","TYPEM4-1","csp_6_3","edu1-5",69.8742
31403,"37261",FALSE,78,"type|2|1","Female","TYPEM4-4","csp_7_7","edu1-1",55.9861
31404,"37261",FALSE,78,"type|2|1","Male","TYPEM1-1","csp_7_4","edu1-5",61.5918
31405,"37261",FALSE,70,"type|2|1","Male","TYPEM4-4","csp_7_8","edu1-3",58.5691
31406,"37261",FALSE,47,"type|1|1","Male","TYPEM4-1","csp_4_8","edu1-3",57.984
31407,"37261",FALSE,63,"type|1|1","Female","TYPEM3-2","csp_4_3","edu1-4",62.6208
31409,"37261",FALSE,66,"type|2|1","Female","TYPEM4-4","csp_7_8","edu1-1",53.1455
31411,"37261",FALSE,40,"type|1|1","Male","TYPEM4-2","csp_6_5","edu1-4",44.3878
31414,"37261",FALSE,91,"type|2|1","Female","TYPEM4-1","csp_7_1","edu1-4",68.5263
31415,"37261",FALSE,47,"type|1|1","Female","TYPEM3-2","csp_4_5","edu1-4",59.2308
31417,"37261",TRUE,22,"type|1|1","Female","TYPEM4-1","csp_5_6","edu1-3",47.4733
31419,"37261",FALSE,38,"type|1|1","Male","TYPEM1-1","csp_4_3","edu1-6",69.1833
